
		Printed:
	    28/08/2021

		Title:
		History Search - CMS

Date;From 01 Apr 18 To 19 Jun 21
Fleet;VJC_all
A/C Type;A320
A/C ID;VN-A690
Message Type;ALL
Ata - subAta;ALL - ALL
Correlated;ALL
Text;ALL


Fault Tracking;Leg;A/C ID;Flight Number;Flight phase;Date Time;Transmission Date;ATA;Source;Title;Priority;Correlated;Report;Work;Note
OCC / REP;-613;VN-A690;VJ363;02-ENG START;21 Oct 20 - 09:03;21 Oct 20 - 10:45;7700;;ENG 2 FADEC;;No;PFR;;
REPETITIVE;-612;VN-A690;VJ363;02-ENG START;21 Oct 20 - 10:30;21 Oct 20 - 11:08;732160;EIU2FADEC;ECU (PRESS SYS B) ENG2B;;No;PFR;;
OCC / REP;-610;VN-A690;VJ357;02-ENG START;21 Oct 20 - 11:47;21 Oct 20 - 13:22;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
REPETITIVE;-610;VN-A690;VJ357;02-ENG START;21 Oct 20 - 11:46;21 Oct 20 - 13:22;732160;EIU2FADEC;ECU (PRESS SYS B) ENG2B;;No;PFR;;
OCC / REP;-610;VN-A690;VJ357;02-ENG START;21 Oct 20 - 11:46;21 Oct 20 - 13:22;7700;;ENG 2 FADEC;;No;PFR;;
OCC / REP;-605;VN-A690;VJ336;02-ENG START;22 Oct 20 - 09:20;22 Oct 20 - 10:14;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
;-604;VN-A690;VJ146;06-CRUISE;22 Oct 20 - 15:53;22 Oct 20 - 16:32;344333;CFDS;NO TCAS DATA (INTM);;No;PFR;;
;-604;VN-A690;VJ146;06-CRUISE;22 Oct 20 - 15:53;22 Oct 20 - 16:32;4620;;DATALINK COMPANY FAULT (2);;No;PFR;;
;-601;VN-A690;VJ129;02-ENG START;23 Oct 20 - 02:19;23 Oct 20 - 04:45;4620;;DATALINK COMPANY FAULT (3);;No;PFR;;
OCC / REP;-599;VN-A690;VJ165;02-ENG START;23 Oct 20 - 05:47;23 Oct 20 - 08:29;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
;-599;VN-A690;VJ165;02-ENG START;23 Oct 20 - 05:47;23 Oct 20 - 08:29;231133;CFDS;NO HF 1 DATA;;No;PFR;;
OCC / REP;-599;VN-A690;VJ165;02-ENG START;23 Oct 20 - 05:47;23 Oct 20 - 08:29;7700;;ENG 2 FADEC;;No;PFR;;
;-599;VN-A690;VJ165;09-80 KTS;23 Oct 20 - 07:38;23 Oct 20 - 08:29;3200;;BRAKES HOT;;No;PFR;;
;-599;VN-A690;VJ165;06-CRUISE;23 Oct 20 - 07:35;23 Oct 20 - 08:29;345533;VOR 1;VOR1(3RS1);;No;PFR;;
REPETITIVE;-599;VN-A690;VJ165;02-ENG START;23 Oct 20 - 05:47;23 Oct 20 - 08:29;732160;EIU2FADEC;ECU (PRESS SYS B) ENG2B;;No;PFR;;
OCCURRENCE;-599;VN-A690;VJ165;06-CRUISE;23 Oct 20 - 06:53;23 Oct 20 - 08:29;216134;TEMP CTL;ACSC2(57HH);;No;PFR;;
REPETITIVE;-598;VN-A690;VJ165;02-ENG START;23 Oct 20 - 08:26;23 Oct 20 - 10:27;732160;EIU2FADEC;ECU (PRESS SYS B) ENG2B;;Yes;PFR;;
OCCURRENCE;-596;VN-A690;VJ336;03-ENG TO PWR;24 Oct 20 - 07:10;24 Oct 20 - 08:02;4620;;DATALINK COMPANY FAULT (2);;Yes;PFR;;
OCC / REP;-591;VN-A690;VJ;02-ENG START;26 Oct 20 - 11:05;26 Oct 20 - 17:09;7700;;ENG 2 FADEC;;Yes;PFR;;
OCC / REP;-591;VN-A690;VJ;02-ENG START;26 Oct 20 - 11:05;26 Oct 20 - 17:09;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
;-591;VN-A690;VJ;02-ENG START;26 Oct 20 - 11:05;26 Oct 20 - 17:09;231133;CFDS;NO HF 1 DATA;;No;PFR;;
REPETITIVE;-591;VN-A690;VJ;02-ENG START;26 Oct 20 - 11:05;26 Oct 20 - 17:09;732160;EIU2FADEC;ECU (PRESS SYS B) ENG2B;;Yes;PFR;;
;-591;VN-A690;VJ;05-LIFT OFF;26 Oct 20 - 11:10;26 Oct 20 - 17:09;279534;EFCS 1;FCDC2;;Yes;PFR;;
;-591;VN-A690;VJ;04-80 KTS;26 Oct 20 - 11:10;26 Oct 20 - 17:09;2700;;F/CTL FCDC 2 FAULT;Low;Yes;PFR;;
;-589;VN-A690;VJ231;06-CRUISE;27 Oct 20 - 04:37;27 Oct 20 - 05:05;4620;;DATALINK COMPANY FAULT (4);;No;PFR;;
OCC / REP;-588;VN-A690;VJ282;06-CRUISE;27 Oct 20 - 07:52;27 Oct 20 - 08:04;4620;;DATALINK COMPANY FAULT;;No;PFR;;
OCC / REP;-588;VN-A690;VJ282;06-CRUISE;27 Oct 20 - 07:52;27 Oct 20 - 08:04;2312;;COM VHF 3 DATA FAULT;Medium;No;PFR;;
OCC / REP;-586;VN-A690;VJ;06-CRUISE;27 Oct 20 - 09:04;27 Oct 20 - 12:55;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-586;VN-A690;VJ;06-CRUISE;27 Oct 20 - 09:06;27 Oct 20 - 12:55;231233;ATSU;VDR3(1RC3)/ATSU1(1TX1);;Yes;PFR;;
OCC / REP;-586;VN-A690;VJ;02-ENG START;27 Oct 20 - 08:56;27 Oct 20 - 12:55;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-586;VN-A690;VJ;06-CRUISE;27 Oct 20 - 09:05;27 Oct 20 - 12:55;4620;;DATALINK COMPANY FAULT;;Yes;PFR;;
REPETITIVE;-586;VN-A690;VJ;02-ENG START;27 Oct 20 - 08:56;27 Oct 20 - 12:55;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-586;VN-A690;VJ;02-ENG START;27 Oct 20 - 08:55;27 Oct 20 - 12:55;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-586;VN-A690;VJ;06-CRUISE;27 Oct 20 - 09:06;27 Oct 20 - 12:55;2312;;COM VHF 3 DATA FAULT;Medium;Yes;PFR;;
OCC / REP;-583;VN-A690;VJ282;02-ENG START;28 Oct 20 - 06:16;28 Oct 20 - 07:52;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-580;VN-A690;VJ282;02-ENG START;29 Oct 20 - 06:25;29 Oct 20 - 08:08;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-580;VN-A690;VJ282;06-CRUISE;29 Oct 20 - 07:39;29 Oct 20 - 08:08;4620;;DATALINK COMPANY FAULT;;No;PFR;;
OCC / REP;-573;VN-A690;VJ647;02-ENG START;30 Oct 20 - 04:40;30 Oct 20 - 07:21;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-573;VN-A690;VJ647;06-CRUISE;30 Oct 20 - 04:45;30 Oct 20 - 07:21;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
REPETITIVE;-573;VN-A690;VJ647;06-CRUISE;30 Oct 20 - 04:45;30 Oct 20 - 07:21;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-572;VN-A690;VJ647;02-ENG START;30 Oct 20 - 07:15;30 Oct 20 - 08:49;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-567;VN-A690;VJ357;02-ENG START;31 Oct 20 - 12:51;31 Oct 20 - 14:44;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-566;VN-A690;VJ357;02-ENG START;31 Oct 20 - 14:28;31 Oct 20 - 15:06;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-565;VN-A690;VJ;06-CRUISE;31 Oct 20 - 14:48;31 Oct 20 - 21:48;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-565;VN-A690;VJ;06-CRUISE;31 Oct 20 - 14:48;31 Oct 20 - 21:48;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-565;VN-A690;VJ;02-ENG START;31 Oct 20 - 14:28;31 Oct 20 - 21:48;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-562;VN-A690;VJ7138;02-ENG START;31 Oct 20 - 22:48;01 Nov 20 - 02:01;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-562;VN-A690;VJ7138;06-CRUISE;31 Oct 20 - 23:32;01 Nov 20 - 02:01;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-562;VN-A690;VJ7138;06-CRUISE;31 Oct 20 - 23:32;01 Nov 20 - 02:01;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-558;VN-A690;VJ371;06-CRUISE;01 Nov 20 - 23:36;02 Nov 20 - 00:45;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-558;VN-A690;VJ371;06-CRUISE;01 Nov 20 - 23:36;02 Nov 20 - 00:45;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-554;VN-A690;VJ250;02-ENG START;02 Nov 20 - 08:07;02 Nov 20 - 09:48;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-551;VN-A690;VJ207;06-CRUISE;02 Nov 20 - 22:52;03 Nov 20 - 00:49;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-551;VN-A690;VJ207;06-CRUISE;02 Nov 20 - 22:52;03 Nov 20 - 00:49;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-549;VN-A690;VJ323;02-ENG START;03 Nov 20 - 02:41;03 Nov 20 - 03:22;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-548;VN-A690;VJ322;02-ENG START;03 Nov 20 - 03:56;03 Nov 20 - 04:50;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-547;VN-A690;VJ282;02-ENG START;03 Nov 20 - 06:12;03 Nov 20 - 07:59;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-546;VN-A690;VJ271;06-CRUISE;03 Nov 20 - 10:07;03 Nov 20 - 10:53;4620;;DATALINK COMPANY FAULT (3);;No;PFR;;
OCC / REP;-544;VN-A690;VJ207;02-ENG START;03 Nov 20 - 22:56;04 Nov 20 - 01:02;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-543;VN-A690;VJ207;02-ENG START;04 Nov 20 - 00:53;04 Nov 20 - 01:42;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-539;VN-A690;VJ271;02-ENG START;04 Nov 20 - 08:54;04 Nov 20 - 10:45;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-535;VN-A690;VJ379;06-CRUISE;05 Nov 20 - 01:04;05 Nov 20 - 04:44;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-535;VN-A690;VJ379;06-CRUISE;05 Nov 20 - 01:04;05 Nov 20 - 04:44;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCCURRENCE;-532;VN-A690;VJ217;06-CRUISE;05 Nov 20 - 08:39;05 Nov 20 - 09:54;231233;ATSU;VDR3(1RC3)/ATSU1(1TX1);;Yes;PFR;;
OCCURRENCE;-532;VN-A690;VJ217;06-CRUISE;05 Nov 20 - 08:39;05 Nov 20 - 09:54;4620;;DATALINK COMPANY FAULT;;Yes;PFR;;
;-532;VN-A690;VJ217;06-CRUISE;05 Nov 20 - 08:37;05 Nov 20 - 09:54;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-532;VN-A690;VJ217;02-ENG START;05 Nov 20 - 07:20;05 Nov 20 - 09:54;307151;CIDS 1;DRAINMAST HEATER FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-532;VN-A690;VJ217;06-CRUISE;05 Nov 20 - 08:38;05 Nov 20 - 09:54;2312;;COM VHF 3 DATA FAULT;Medium;Yes;PFR;;
OCC / REP;-529;VN-A690;VJ357;06-CRUISE;05 Nov 20 - 12:48;05 Nov 20 - 14:27;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-529;VN-A690;VJ357;06-CRUISE;05 Nov 20 - 12:48;05 Nov 20 - 14:27;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-526;VN-A690;VJ207;06-CRUISE;;06 Nov 20 - 00:59;216134;TEMP CTL;ACSC2(57HH);;No;PFR;;
;-522;VN-A690;VJ217;06-CRUISE;;06 Nov 20 - 10:00;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCCURRENCE;-522;VN-A690;VJ217;06-CRUISE;;06 Nov 20 - 10:00;231233;ATSU;VDR3(1RC3)/ATSU1(1TX1);;No;PFR;;
;-519;VN-A690;VJ357;02-ENG START;;06 Nov 20 - 14:30;313234;EIS 2;CFDIU(1TW)/DMC2(1WT2);;No;PFR;;
OCC / REP;-519;VN-A690;VJ357;02-ENG START;;06 Nov 20 - 14:30;216134;TEMP CTL;ACSC2(57HH);;No;PFR;;
OCC / REP;-516;VN-A690;VJ207;06-CRUISE;06 Nov 20 - 22:53;07 Nov 20 - 00:54;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-516;VN-A690;VJ207;06-CRUISE;06 Nov 20 - 22:53;07 Nov 20 - 00:54;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-516;VN-A690;VJ207;02-ENG START;06 Nov 20 - 22:44;07 Nov 20 - 00:54;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-515;VN-A690;VJ207;02-ENG START;07 Nov 20 - 00:43;07 Nov 20 - 01:32;216134;TEMP CTL;ACSC2(57HH);;No;PFR;;
OCC / REP;-514;VN-A690;VJ323;02-ENG START;07 Nov 20 - 02:56;07 Nov 20 - 03:48;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-512;VN-A690;VJ282;02-ENG START;07 Nov 20 - 06:23;07 Nov 20 - 08:08;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-507;VN-A690;VJ207;02-ENG START;07 Nov 20 - 22:53;08 Nov 20 - 01:01;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-507;VN-A690;VJ207;06-CRUISE;07 Nov 20 - 23:05;08 Nov 20 - 01:01;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-507;VN-A690;VJ207;06-CRUISE;07 Nov 20 - 23:05;08 Nov 20 - 01:01;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-502;VN-A690;VJ217;02-ENG START;08 Nov 20 - 07:46;08 Nov 20 - 10:26;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
;-502;VN-A690;VJ217;06-CRUISE;08 Nov 20 - 08:17;08 Nov 20 - 10:26;344333;CFDS;NO TCAS DATA (INTM);;No;PFR;;
OCC / REP;-499;VN-A690;VJ357;02-ENG START;08 Nov 20 - 12:54;08 Nov 20 - 14:34;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-498;VN-A690;VJ357;02-ENG START;08 Nov 20 - 14:20;08 Nov 20 - 15:16;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-496;VN-A690;VJ207;02-ENG START;08 Nov 20 - 22:58;09 Nov 20 - 00:54;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-496;VN-A690;VJ207;06-CRUISE;08 Nov 20 - 23:05;09 Nov 20 - 00:54;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-496;VN-A690;VJ207;06-CRUISE;08 Nov 20 - 23:05;09 Nov 20 - 00:54;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-494;VN-A690;VJ323;02-ENG START;09 Nov 20 - 02:44;09 Nov 20 - 03:26;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-492;VN-A690;VJ282;02-ENG START;09 Nov 20 - 06:19;09 Nov 20 - 08:16;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-492;VN-A690;VJ282;09-80 KTS;09 Nov 20 - 08:11;09 Nov 20 - 08:16;2312;;COM VHF 3 DATA FAULT (2);Medium;Yes;PFR;;
;-491;VN-A690;VJ271;06-CRUISE;09 Nov 20 - 09:58;09 Nov 20 - 11:02;344334;ATC 2;ATC 2:NO DATA FROM TCAS;;No;PFR;;
OCC / REP;-489;VN-A690;VJ631;02-ENG START;09 Nov 20 - 13:57;09 Nov 20 - 15:36;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
;-487;VN-A690;VJ231;06-CRUISE;10 Nov 20 - 01:33;10 Nov 20 - 03:17;4620;;DATALINK COMPANY FAULT (2);;Yes;PFR;;
OCCURRENCE;-487;VN-A690;VJ231;06-CRUISE;10 Nov 20 - 01:29;10 Nov 20 - 03:17;231233;ATSU;VDR3(1RC3)/ATSU1(1TX1);;Yes;PFR;;
OCC / REP;-487;VN-A690;VJ231;02-ENG START;10 Nov 20 - 00:20;10 Nov 20 - 03:17;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-487;VN-A690;VJ231;06-CRUISE;10 Nov 20 - 01:32;10 Nov 20 - 03:17;2312;;COM VHF 3 DATA FAULT (2);Medium;Yes;PFR;;
OCCURRENCE;-487;VN-A690;VJ231;06-CRUISE;10 Nov 20 - 01:28;10 Nov 20 - 03:17;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-484;VN-A690;VJ221;02-ENG START;10 Nov 20 - 06:13;10 Nov 20 - 08:58;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-483;VN-A690;VJ396;06-CRUISE;10 Nov 20 - 09:20;10 Nov 20 - 10:58;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-483;VN-A690;VJ396;02-ENG START;10 Nov 20 - 08:50;10 Nov 20 - 10:58;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-483;VN-A690;VJ396;02-ENG START;10 Nov 20 - 08:50;10 Nov 20 - 10:58;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-483;VN-A690;VJ396;06-CRUISE;10 Nov 20 - 09:20;10 Nov 20 - 10:58;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-482;VN-A690;VJ397;02-ENG START;10 Nov 20 - 11:27;10 Nov 20 - 13:08;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-482;VN-A690;VJ397;03-ENG TO PWR;10 Nov 20 - 11:36;10 Nov 20 - 13:08;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCCURRENCE;-482;VN-A690;VJ397;03-ENG TO PWR;10 Nov 20 - 11:36;10 Nov 20 - 13:08;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-479;VN-A690;VJ207;02-ENG START;10 Nov 20 - 22:47;11 Nov 20 - 00:58;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-479;VN-A690;VJ207;06-CRUISE;10 Nov 20 - 22:55;11 Nov 20 - 00:58;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-479;VN-A690;VJ207;06-CRUISE;10 Nov 20 - 22:55;11 Nov 20 - 00:58;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-476;VN-A690;VJ322;02-ENG START;11 Nov 20 - 04:06;11 Nov 20 - 04:58;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
;-474;VN-A690;VJ217;06-CRUISE;11 Nov 20 - 07:31;11 Nov 20 - 09:58;231133;CFDS;NO HF 1 DATA (INTM);;No;PFR;;
OCC / REP;-474;VN-A690;VJ217;06-CRUISE;11 Nov 20 - 07:52;11 Nov 20 - 09:58;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-474;VN-A690;VJ217;06-CRUISE;11 Nov 20 - 07:52;11 Nov 20 - 09:58;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-474;VN-A690;VJ217;02-ENG START;11 Nov 20 - 07:22;11 Nov 20 - 09:58;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-473;VN-A690;VJ356;02-ENG START;11 Nov 20 - 09:49;11 Nov 20 - 11:57;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-469;VN-A690;VJ317;02-ENG START;12 Nov 20 - 00:13;12 Nov 20 - 02:23;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-469;VN-A690;VJ317;06-CRUISE;12 Nov 20 - 00:37;12 Nov 20 - 02:23;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-469;VN-A690;VJ317;06-CRUISE;12 Nov 20 - 00:37;12 Nov 20 - 02:23;2161;;TEMP CTL 2;;Yes;PFR;;
;-468;VN-A690;VJ317;06-CRUISE;12 Nov 20 - 02:40;12 Nov 20 - 03:26;2800;;FUEL CTR TK PUMP 2 LO PR (2);Medium;No;PFR;;
OCC / REP;-466;VN-A690;VJ311;02-ENG START;12 Nov 20 - 05:55;12 Nov 20 - 07:53;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-465;VN-A690;VJ311;02-ENG START;12 Nov 20 - 07:44;12 Nov 20 - 08:52;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-463;VN-A690;VJ225;06-CRUISE;12 Nov 20 - 13:46;12 Nov 20 - 14:24;4620;;DATALINK COMPANY FAULT (2);;No;PFR;;
OCC / REP;-455;VN-A690;VJ207;02-ENG START;13 Nov 20 - 22:48;14 Nov 20 - 00:51;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-454;VN-A690;VJ207;02-ENG START;14 Nov 20 - 00:43;14 Nov 20 - 01:29;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-452;VN-A690;VJ322;02-ENG START;14 Nov 20 - 04:17;14 Nov 20 - 05:01;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-445;VN-A690;VJ356;06-CRUISE;15 Nov 20 - 08:58;15 Nov 20 - 11:03;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-445;VN-A690;VJ356;06-CRUISE;15 Nov 20 - 09:48;15 Nov 20 - 11:03;462134;HF 1;ATSU(1TX1)/HF1(3RE1);;No;PFR;;
OCC / REP;-445;VN-A690;VJ356;02-ENG START;15 Nov 20 - 08:50;15 Nov 20 - 11:03;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCCURRENCE;-445;VN-A690;VJ356;06-CRUISE;15 Nov 20 - 08:58;15 Nov 20 - 11:03;2161;;TEMP CTL 2;;Yes;PFR;;
;-444;VN-A690;VJ357;02-ENG START;15 Nov 20 - 12:29;15 Nov 20 - 14:31;231133;CFDS;NO HF 1 DATA;;No;PFR;;
OCC / REP;-444;VN-A690;VJ357;02-ENG START;15 Nov 20 - 12:29;15 Nov 20 - 14:31;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-444;VN-A690;VJ357;06-CRUISE;15 Nov 20 - 12:38;15 Nov 20 - 14:31;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-444;VN-A690;VJ357;06-CRUISE;15 Nov 20 - 12:38;15 Nov 20 - 14:31;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-439;VN-A690;VJ271;02-ENG START;16 Nov 20 - 06:19;16 Nov 20 - 11:37;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-439;VN-A690;VJ271;02-ENG START;16 Nov 20 - 06:22;16 Nov 20 - 11:37;216134;TEMP CTL;ACSC2(57HH);;No;PFR;;
OCC / REP;-437;VN-A690;VJ631;02-ENG START;16 Nov 20 - 14:57;16 Nov 20 - 16:15;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-435;VN-A690;VJ371;02-ENG START;16 Nov 20 - 22:55;17 Nov 20 - 01:32;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-435;VN-A690;VJ371;06-CRUISE;16 Nov 20 - 23:18;17 Nov 20 - 01:32;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-435;VN-A690;VJ371;06-CRUISE;16 Nov 20 - 23:18;17 Nov 20 - 01:32;2161;;TEMP CTL 2;;Yes;PFR;;
;-429;VN-A690;VJ259;02-ENG START;17 Nov 20 - 09:03;17 Nov 20 - 12:07;231133;CFDS;NO HF 1 DATA;;No;PFR;;
OCC / REP;-429;VN-A690;VJ259;02-ENG START;17 Nov 20 - 09:03;17 Nov 20 - 12:07;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
;-429;VN-A690;VJ259;02-ENG START;17 Nov 20 - 09:03;17 Nov 20 - 12:07;228334;AFS;AFS:CHECK FMGC1;;No;PFR;;
;-429;VN-A690;VJ259;02-ENG START;17 Nov 20 - 09:03;17 Nov 20 - 12:07;228334;AFS;AFS:FMGC1 RTOK;;No;PFR;;
OCC / REP;-427;VN-A690;VJ379;02-ENG START;18 Nov 20 - 00:45;18 Nov 20 - 04:14;2161;;TEMP CTL 2;;Yes;PFR;;
OCC / REP;-427;VN-A690;VJ379;02-ENG START;18 Nov 20 - 00:45;18 Nov 20 - 04:14;216134;TEMP CTL;ACSC2(57HH);;Yes;PFR;;
OCC / REP;-427;VN-A690;VJ379;02-ENG START;18 Nov 20 - 00:45;18 Nov 20 - 04:14;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
OCC / REP;-424;VN-A690;VJ637;02-ENG START;18 Nov 20 - 08:22;18 Nov 20 - 09:30;307134;CIDS 1;DRAINMAST UNIT FWD/ DEU-B(300RH1);;No;PFR;;
