
		Printed:
	    28/08/2021

		Title:
		History Search - CMS

Date;From 01 Apr 18 To 19 Jun 21
Fleet;VJC_all
A/C Type;A320
A/C ID;VN-A690
Message Type;ALL
Ata - subAta;ALL - ALL
Correlated;ALL
Text;ALL


Fault Tracking;Leg;A/C ID;Flight Number;Flight phase;Date Time;Transmission Date;ATA;Source;Title;Priority;Correlated;Report;Work;Note
OCCURRENCE;-4730;VN-A690;VJ809;06-CRUISE;23 Nov 18 - 04:48;23 Nov 18 - 04:48;2161;;TEMP CTL 2;;No;CFR/PFR;;
;-4730;VN-A690;VJ809;09-80 KTS;23 Nov 18 - 05:32;23 Nov 18 - 05:33;228334;AFS;AFS:FMGC1;;No;CFR/PFR;;
OCC / REP;-4722;VN-A690;VJ212;02-ENG START;23 Nov 18 - 23:24;23 Nov 18 - 23:25;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4718;VN-A690;VJ213;02-ENG START;24 Nov 18 - 05:27;24 Nov 18 - 05:28;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-4717;VN-A690;VJ327;02-ENG START;24 Nov 18 - 08:38;24 Nov 18 - 08:39;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-4710;VN-A690;VJ315;06-CRUISE;24 Nov 18 - 17:36;24 Nov 18 - 17:37;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-4707;VN-A690;VJ361;09-80 KTS;25 Nov 18 - 01:15;25 Nov 18 - 01:15;3200;;BRAKES HOT;;No;CFR/PFR;;
OCCURRENCE;-4703;VN-A690;VJ623;07-DESCENT;25 Nov 18 - 13:16;25 Nov 18 - 13:16;7700;;ENG REV SET;Low;No;CFR/PFR;;
OCC / REP;-4702;VN-A690;VJ186;02-ENG START;25 Nov 18 - 18:18;25 Nov 18 - 18:19;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4702;VN-A690;VJ186;06-CRUISE;25 Nov 18 - 20:28;25 Nov 18 - 20:30;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4699;VN-A690;VJ408;07-DESCENT;26 Nov 18 - 03:08;26 Nov 18 - 03:09;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4694;VN-A690;VJ120;06-CRUISE;27 Nov 18 - 01:21;27 Nov 18 - 01:22;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4693;VN-A690;VJ153;09-80 KTS;27 Nov 18 - 04:06;27 Nov 18 - 04:06;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4689;VN-A690;VJ160;06-CRUISE;27 Nov 18 - 11:54;27 Nov 18 - 11:56;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4688;VN-A690;VJ;02-ENG START;27 Nov 18 - 14:11;27 Nov 18 - 14:11;3100;;C/B TRIPPED REAR PNL J-M;;No;CFR/PFR;;
;-4682;VN-A690;VJ957;06-CRUISE;28 Nov 18 - 11:05;28 Nov 18 - 11:05;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4682;VN-A690;VJ957;06-CRUISE;28 Nov 18 - 11:05;28 Nov 18 - 11:06;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4681;VN-A690;VJ958;06-CRUISE;28 Nov 18 - 13:59;28 Nov 18 - 14:02;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4678;VN-A690;VJ432;06-CRUISE;29 Nov 18 - 03:08;29 Nov 18 - 03:10;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4675;VN-A690;VJ141;06-CRUISE;29 Nov 18 - 08:34;29 Nov 18 - 08:34;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4675;VN-A690;VJ141;06-CRUISE;29 Nov 18 - 08:34;29 Nov 18 - 08:36;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4675;VN-A690;VJ141;09-80 KTS;29 Nov 18 - 09:55;29 Nov 18 - 09:55;3200;;BRAKES HOT;;No;CFR/PFR;;
OCCURRENCE;-4674;VN-A690;VJ156;06-CRUISE;29 Nov 18 - 13:40;29 Nov 18 - 13:44;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4673;VN-A690;VJ119;06-CRUISE;29 Nov 18 - 15:33;29 Nov 18 - 16:50;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4673;VN-A690;VJ119;06-CRUISE;29 Nov 18 - 15:33;29 Nov 18 - 16:50;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4670;VN-A690;VJ120;06-CRUISE;30 Nov 18 - 01:33;30 Nov 18 - 01:36;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4668;VN-A690;VJ274;02-ENG START;30 Nov 18 - 05:25;30 Nov 18 - 05:25;3600;;AIR BLEED;;Yes;CFR/PFR;;
;-4668;VN-A690;VJ274;02-ENG START;30 Nov 18 - 05:25;30 Nov 18 - 05:26;362216;BMC 1;L WING LOOP A;;Yes;CFR/PFR;;
;-4664;VN-A690;VJ285;06-CRUISE;30 Nov 18 - 12:37;30 Nov 18 - 12:38;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR/PFR;;
OCCURRENCE;-4663;VN-A690;VJ198;06-CRUISE;30 Nov 18 - 15:10;30 Nov 18 - 15:10;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4663;VN-A690;VJ198;06-CRUISE;30 Nov 18 - 15:10;30 Nov 18 - 15:11;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4663;VN-A690;VJ198;06-CRUISE;30 Nov 18 - 16:44;30 Nov 18 - 16:48;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4661;VN-A690;VJ622;02-ENG START;30 Nov 18 - 23:23;30 Nov 18 - 23:24;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4661;VN-A690;VJ622;07-DESCENT;01 Dec 18 - 00:28;01 Dec 18 - 00:28;7700;;ENG REV SET;Low;No;CFR/PFR;;
;-4660;VN-A690;VJ627;09-80 KTS;01 Dec 18 - 02:22;01 Dec 18 - 02:22;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4659;VN-A690;VJ276;02-ENG START;01 Dec 18 - 03:41;01 Dec 18 - 03:43;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-4659;VN-A690;VJ276;06-CRUISE;01 Dec 18 - 04:11;01 Dec 18 - 04:11;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4659;VN-A690;VJ276;06-CRUISE;01 Dec 18 - 04:11;01 Dec 18 - 04:12;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4658;VN-A690;VJ277;02-ENG START;01 Dec 18 - 06:08;01 Dec 18 - 06:09;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-4658;VN-A690;VJ277;09-80 KTS;01 Dec 18 - 07:50;01 Dec 18 - 07:51;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4655;VN-A690;VJ375;09-80 KTS;01 Dec 18 - 11:31;01 Dec 18 - 11:31;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4653;VN-A690;VJ286;06-CRUISE;01 Dec 18 - 17:35;01 Dec 18 - 17:36;343631;MMR 2;MMR2(40RT2);;No;CFR/PFR;;
;-4653;VN-A690;VJ286;09-80 KTS;01 Dec 18 - 18:24;01 Dec 18 - 18:25;3200;;BRAKES HOT;;No;CFR/PFR;;
OCCURRENCE;-4646;VN-A690;VJ279;06-CRUISE;02 Dec 18 - 09:21;02 Dec 18 - 09:22;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-4644;VN-A690;VJ653;09-80 KTS;02 Dec 18 - 14:43;02 Dec 18 - 14:43;3200;;BRAKES HOT;;No;CFR/PFR;;
OCCURRENCE;-4643;VN-A690;VJ228;06-CRUISE;02 Dec 18 - 16:31;02 Dec 18 - 16:32;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4640;VN-A690;VJ212;02-ENG START;02 Dec 18 - 23:19;02 Dec 18 - 23:20;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
OCCURRENCE;-4640;VN-A690;VJ212;02-ENG START;02 Dec 18 - 23:19;02 Dec 18 - 23:21;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4636;VN-A690;VJ213;02-ENG START;03 Dec 18 - 05:34;03 Dec 18 - 05:35;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
OCCURRENCE;-4636;VN-A690;VJ213;02-ENG START;03 Dec 18 - 05:34;03 Dec 18 - 05:35;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4636;VN-A690;VJ213;09-80 KTS;03 Dec 18 - 07:08;03 Dec 18 - 07:08;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4635;VN-A690;VJ327;02-ENG START;03 Dec 18 - 08:14;03 Dec 18 - 08:15;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
OCCURRENCE;-4635;VN-A690;VJ327;02-ENG START;03 Dec 18 - 08:14;03 Dec 18 - 08:16;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4635;VN-A690;VJ327;06-CRUISE;03 Dec 18 - 08:32;03 Dec 18 - 08:33;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
REPETITIVE;-4634;VN-A690;VJ326;02-ENG START;03 Dec 18 - 09:31;03 Dec 18 - 09:32;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
REPETITIVE;-4634;VN-A690;VJ326;02-ENG START;03 Dec 18 - 09:31;03 Dec 18 - 09:32;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4634;VN-A690;VJ326;09-80 KTS;03 Dec 18 - 10:16;03 Dec 18 - 10:16;3200;;BRAKES HOT;;No;CFR/PFR;;
REPETITIVE;-4633;VN-A690;VJ642;02-ENG START;03 Dec 18 - 11:18;03 Dec 18 - 11:19;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
REPETITIVE;-4633;VN-A690;VJ642;02-ENG START;03 Dec 18 - 11:18;03 Dec 18 - 11:19;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4633;VN-A690;VJ642;06-CRUISE;03 Dec 18 - 12:12;03 Dec 18 - 12:12;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4633;VN-A690;VJ642;06-CRUISE;03 Dec 18 - 12:12;03 Dec 18 - 12:13;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4632;VN-A690;VJ653;02-ENG START;03 Dec 18 - 13:13;03 Dec 18 - 13:14;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-4632;VN-A690;VJ653;02-ENG START;03 Dec 18 - 13:13;03 Dec 18 - 13:14;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR/PFR;;
OCCURRENCE;-4628;VN-A690;VJ767;06-CRUISE;04 Dec 18 - 04:38;04 Dec 18 - 04:39;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4628;VN-A690;VJ767;06-CRUISE;04 Dec 18 - 04:38;04 Dec 18 - 04:40;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4619;VN-A690;VJ270;02-ENG START;04 Dec 18 - 23:07;04 Dec 18 - 23:08;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4617;VN-A690;VJ140;06-CRUISE;05 Dec 18 - 06:31;05 Dec 18 - 06:32;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-4616;VN-A690;VJ145;02-ENG START;05 Dec 18 - 07:22;05 Dec 18 - 07:23;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4614;VN-A690;VJ219;06-CRUISE;05 Dec 18 - 12:46;05 Dec 18 - 12:46;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4614;VN-A690;VJ219;06-CRUISE;05 Dec 18 - 12:46;05 Dec 18 - 12:47;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4613;VN-A690;VJ644;02-ENG START;05 Dec 18 - 14:44;05 Dec 18 - 14:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4612;VN-A690;VJ643;06-CRUISE;05 Dec 18 - 17:23;05 Dec 18 - 17:23;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4612;VN-A690;VJ643;06-CRUISE;05 Dec 18 - 17:23;05 Dec 18 - 17:24;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4612;VN-A690;VJ643;09-80 KTS;05 Dec 18 - 17:41;05 Dec 18 - 17:42;316334;AFS;AFS:CHK DMC1-FMGC1 CKT;;No;CFR/PFR;;
OCCURRENCE;-4609;VN-A690;VJ371;06-CRUISE;06 Dec 18 - 01:45;06 Dec 18 - 01:50;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCC / REP;-4608;VN-A690;VJ130;02-ENG START;06 Dec 18 - 04:00;06 Dec 18 - 16:10;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-4597;VN-A690;VJ149;02-ENG START;06 Dec 18 - 16:43;06 Dec 18 - 16:44;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-4594;VN-A690;VJ371;02-ENG START;07 Dec 18 - 01:32;07 Dec 18 - 01:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4588;VN-A690;VJ198;06-CRUISE;07 Dec 18 - 13:38;07 Dec 18 - 13:38;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4588;VN-A690;VJ198;06-CRUISE;07 Dec 18 - 13:38;07 Dec 18 - 13:39;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4587;VN-A690;VJ197;02-ENG START;07 Dec 18 - 15:59;07 Dec 18 - 16:00;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4587;VN-A690;VJ197;09-80 KTS;07 Dec 18 - 17:54;07 Dec 18 - 17:54;3200;;BRAKES HOT;;No;CFR/PFR;;
OCCURRENCE;-4582;VN-A690;VJ373;06-CRUISE;08 Dec 18 - 06:10;08 Dec 18 - 06:10;3011;;WING A.ICE SYS FAULT;Medium;Yes;CFR/PFR;;
;-4582;VN-A690;VJ373;06-CRUISE;08 Dec 18 - 06:10;08 Dec 18 - 06:11;301151;TEMP CTL;R WAI VALVE(10DL);;Yes;CFR/PFR;;
;-4579;VN-A690;VJ286;02-ENG START;08 Dec 18 - 16:24;08 Dec 18 - 16:25;240000;IR 2;POWER SUPPLY INTERRUPT;;No;CFR/PFR;;
OCCURRENCE;-4573;VN-A690;VJ692;06-CRUISE;09 Dec 18 - 07:12;09 Dec 18 - 07:12;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4573;VN-A690;VJ692;06-CRUISE;09 Dec 18 - 07:12;09 Dec 18 - 07:14;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4570;VN-A690;VJ653;04-80 KTS;09 Dec 18 - 13:49;09 Dec 18 - 13:50;344233;AFS;AFS:RA1;;No;CFR/PFR;;
OCCURRENCE;-4569;VN-A690;VJ228;06-CRUISE;09 Dec 18 - 16:33;09 Dec 18 - 16:33;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4569;VN-A690;VJ228;06-CRUISE;09 Dec 18 - 16:33;09 Dec 18 - 16:34;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4568;VN-A690;VJ223;06-CRUISE;09 Dec 18 - 18:14;09 Dec 18 - 18:14;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4565;VN-A690;VJ288;06-CRUISE;10 Dec 18 - 08:07;10 Dec 18 - 08:07;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4565;VN-A690;VJ288;06-CRUISE;10 Dec 18 - 08:07;10 Dec 18 - 08:08;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4563;VN-A690;VJ652;06-CRUISE;10 Dec 18 - 13:37;10 Dec 18 - 13:37;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4555;VN-A690;VJ168;06-CRUISE;11 Dec 18 - 14:06;11 Dec 18 - 14:06;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4555;VN-A690;VJ168;06-CRUISE;11 Dec 18 - 14:06;11 Dec 18 - 14:07;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4551;VN-A690;VJ140;07-DESCENT;12 Dec 18 - 06:17;12 Dec 18 - 06:19;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4550;VN-A690;VJ145;06-CRUISE;12 Dec 18 - 08:15;12 Dec 18 - 08:15;2800;;FUEL L TK PUMP 1 2 LO PR;Medium;No;CFR/PFR;;
;-4548;VN-A690;VJ219;09-80 KTS;12 Dec 18 - 13:40;12 Dec 18 - 13:40;3200;;BRAKES HOT;;No;CFR/PFR;;
;-4542;VN-A690;VJ809;02-ENG START;13 Dec 18 - 03:50;13 Dec 18 - 03:51;3600;;AIR BLEED;;No;CFR/PFR;;
OCCURRENCE;-4541;VN-A690;VJ808;06-CRUISE;13 Dec 18 - 07:23;13 Dec 18 - 07:24;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4541;VN-A690;VJ808;06-CRUISE;13 Dec 18 - 07:24;13 Dec 18 - 07:25;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4541;VN-A690;VJ808;06-CRUISE;13 Dec 18 - 08:13;13 Dec 18 - 08:14;275134;EFCS 1;SFCC2 -FLAP;;No;CFR/PFR;;
OCCURRENCE;-4540;VN-A690;VJ224;06-CRUISE;13 Dec 18 - 11:30;13 Dec 18 - 11:32;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4540;VN-A690;VJ224;06-CRUISE;13 Dec 18 - 11:30;13 Dec 18 - 11:32;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4538;VN-A690;VJ130;06-CRUISE;13 Dec 18 - 16:14;13 Dec 18 - 16:16;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4537;VN-A690;VJ149;06-CRUISE;13 Dec 18 - 18:27;13 Dec 18 - 18:27;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4537;VN-A690;VJ149;06-CRUISE;13 Dec 18 - 18:27;13 Dec 18 - 18:28;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4536;VN-A690;VJ212;02-ENG START;13 Dec 18 - 23:44;13 Dec 18 - 23:45;345233;ATC 2;ATC 2 TRANSPONDER;;No;CFR/PFR;;
;-4534;VN-A690;VJ712;08-TOUCH DOWN;14 Dec 18 - 03:33;14 Dec 18 - 04:23;2700;;F/CTL AIL SERVO FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-4534;VN-A690;VJ712;08-TOUCH DOWN;14 Dec 18 - 03:33;14 Dec 18 - 04:23;279334;EFCS 1;ELAC2 AIL ORDER DISAGREE;;Yes;CFR/PFR;;
;-4533;VN-A690;VJ712;09-80 KTS;14 Dec 18 - 05:34;14 Dec 18 - 05:34;345212;ATC 1;ATC 1 NO DATA FROM CONTROL SOURCE;;No;CFR/PFR;;
;-4522;VN-A690;VJ808;02-ENG START;15 Dec 18 - 07:36;15 Dec 18 - 07:36;2200;;AUTO FLT AP OFF;;No;CFR/PFR;;
OCCURRENCE;-4522;VN-A690;VJ808;06-CRUISE;15 Dec 18 - 08:46;15 Dec 18 - 08:47;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCCURRENCE;-4512;VN-A690;VJ281;06-CRUISE;16 Dec 18 - 13:04;16 Dec 18 - 13:05;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-4511;VN-A690;VJ162;06-CRUISE;16 Dec 18 - 16:04;16 Dec 18 - 16:06;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4507;VN-A690;VJ148;06-CRUISE;17 Dec 18 - 07:25;17 Dec 18 - 07:26;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4499;VN-A690;VJ826;06-CRUISE;18 Dec 18 - 06:52;18 Dec 18 - 06:53;301151;TEMP CTL;R WAI VALVE(10DL);;No;CFR/PFR;;
;-4497;VN-A690;VJ653;06-CRUISE;18 Dec 18 - 11:29;18 Dec 18 - 11:30;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-4488;VN-A690;VJ633;02-ENG START;19 Dec 18 - 23:44;19 Dec 18 - 23:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-4488;VN-A690;VJ633;07-DESCENT;20 Dec 18 - 00:46;20 Dec 18 - 00:47;7700;;ENG REV SET;Low;No;CFR/PFR;;
;-4483;VN-A690;VJ305;06-CRUISE;20 Dec 18 - 08:53;20 Dec 18 - 09:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4483;VN-A690;VJ305;06-CRUISE;20 Dec 18 - 08:53;20 Dec 18 - 09:41;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-4480;VN-A690;VJ247;06-CRUISE;20 Dec 18 - 14:50;20 Dec 18 - 15:38;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4480;VN-A690;VJ247;06-CRUISE;20 Dec 18 - 14:50;20 Dec 18 - 15:39;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4479;VN-A690;VJ286;02-ENG START;20 Dec 18 - 17:03;20 Dec 18 - 17:04;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-4479;VN-A690;VJ286;06-CRUISE;20 Dec 18 - 17:38;20 Dec 18 - 17:38;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4479;VN-A690;VJ286;06-CRUISE;20 Dec 18 - 17:38;20 Dec 18 - 17:39;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4471;VN-A690;VJ642;06-CRUISE;21 Dec 18 - 12:43;21 Dec 18 - 12:43;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4469;VN-A690;VJ153;06-CRUISE;22 Dec 18 - 03:06;22 Dec 18 - 03:06;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-4466;VN-A690;VJ271;06-CRUISE;22 Dec 18 - 09:25;22 Dec 18 - 09:25;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4460;VN-A690;VJ408;06-CRUISE;23 Dec 18 - 03:03;23 Dec 18 - 03:03;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-4460;VN-A690;VJ408;06-CRUISE;23 Dec 18 - 03:06;23 Dec 18 - 03:09;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4457;VN-A690;VJ462;06-CRUISE;23 Dec 18 - 08:41;23 Dec 18 - 08:44;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-4456;VN-A690;VJ917;06-CRUISE;23 Dec 18 - 10:02;23 Dec 18 - 10:02;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-4456;VN-A690;VJ917;06-CRUISE;23 Dec 18 - 10:02;23 Dec 18 - 10:03;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-4455;VN-A690;VJ918;06-CRUISE;23 Dec 18 - 14:04;23 Dec 18 - 14:09;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-4451;VN-A690;VJ654;07-DESCENT;24 Dec 18 - 09:26;24 Dec 18 - 09:27;7700;;ENG REV SET;Low;No;CFR/PFR;;
OCCURRENCE;-4450;VN-A690;VJ623;06-CRUISE;24 Dec 18 - 10:53;24 Dec 18 - 10:54;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-4450;VN-A690;VJ623;06-CRUISE;24 Dec 18 - 10:53;24 Dec 18 - 10:55;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4449;VN-A690;VJ192;06-CRUISE;24 Dec 18 - 12:56;24 Dec 18 - 12:56;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-4449;VN-A690;VJ192;06-CRUISE;24 Dec 18 - 14:26;24 Dec 18 - 14:28;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-4446;VN-A690;VJ273;09-80 KTS;25 Dec 18 - 03:10;25 Dec 18 - 03:11;216151;TEMP CTL;P1 RAM AIR IN ACTUATOR(8HH);;Yes;CFR/PFR;;
;-4446;VN-A690;VJ273;09-80 KTS;25 Dec 18 - 03:10;25 Dec 18 - 03:11;2161;;AIR PACK 1 REGUL FAULT;Medium;Yes;CFR/PFR;;
OCCURRENCE;-4444;VN-A690;VJ892;06-CRUISE;25 Dec 18 - 07:47;25 Dec 18 - 07:47;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4444;VN-A690;VJ892;06-CRUISE;25 Dec 18 - 07:47;25 Dec 18 - 07:50;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-4443;VN-A690;VJ218;06-CRUISE;25 Dec 18 - 12:58;25 Dec 18 - 12:58;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-4439;VN-A690;VJ654;06-CRUISE;26 Dec 18 - 08:37;26 Dec 18 - 08:37;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-4439;VN-A690;VJ654;06-CRUISE;26 Dec 18 - 08:37;26 Dec 18 - 08:38;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
